,positioncentreville,nombre de chambre,cuisine interne,cuisine externe,douche interne,douche externe,prix
729,-1.2197989125678586,1.2237132958886325,0.9632901577032374,-0.9700737517839696,-1.0093898773656795,0.9769021954849824,60000
611,-0.002843354108549686,-0.007189854852459394,0.9632901577032374,-0.9700737517839696,-1.0093898773656795,0.9769021954849824,48000
120,-0.002843354108549686,-0.007189854852459394,0.9632901577032374,-0.9700737517839696,-1.0093898773656795,0.9769021954849824,48000
209,-1.2197989125678586,1.2237132958886325,-1.0381088107287315,-0.9700737517839696,0.9906974722292784,-1.023643927326369,50000
381,-0.002843354108549686,1.2237132958886325,0.9632901577032374,-0.9700737517839696,0.9906974722292784,0.9769021954849824,68000
822,-0.002843354108549686,1.2237132958886325,-1.0381088107287315,-0.9700737517839696,0.9906974722292784,0.9769021954849824,58000
725,-0.002843354108549686,-0.007189854852459394,0.9632901577032374,1.0308494567150135,0.9906974722292784,0.9769021954849824,68000
267,1.214112204350759,1.2237132958886325,0.9632901577032374,-0.9700737517839696,-1.0093898773656795,0.9769021954849824,55000
726,-0.002843354108549686,-0.007189854852459394,0.9632901577032374,1.0308494567150135,0.9906974722292784,0.9769021954849824,68000
879,-0.002843354108549686,-0.007189854852459394,0.9632901577032374,-0.9700737517839696,0.9906974722292784,0.9769021954849824,58000
586,-1.2197989125678586,1.2237132958886325,0.9632901577032374,-0.9700737517839696,0.9906974722292784,-1.023643927326369,60000
328,-1.2197989125678586,-1.2380930055935513,0.9632901577032374,1.0308494567150135,-1.0093898773656795,-1.023643927326369,40000
629,-0.002843354108549686,1.2237132958886325,0.9632901577032374,1.0308494567150135,0.9906974722292784,-1.023643927326369,68000
366,-1.2197989125678586,-1.2380930055935513,0.9632901577032374,-0.9700737517839696,0.9906974722292784,-1.023643927326369,40000
771,-0.002843354108549686,1.2237132958886325,-1.0381088107287315,1.0308494567150135,-1.0093898773656795,0.9769021954849824,58000
199,1.214112204350759,-0.007189854852459394,0.9632901577032374,-0.9700737517839696,-1.0093898773656795,-1.023643927326369,35000
458,1.214112204350759,1.2237132958886325,0.9632901577032374,1.0308494567150135,-1.0093898773656795,-1.023643927326369,55000
467,-1.2197989125678586,-0.007189854852459394,-1.0381088107287315,-0.9700737517839696,0.9906974722292784,0.9769021954849824,50000
312,-1.2197989125678586,-1.2380930055935513,0.9632901577032374,1.0308494567150135,0.9906974722292784,-1.023643927326369,50000
332,1.214112204350759,1.2237132958886325,-1.0381088107287315,1.0308494567150135,0.9906974722292784,-1.023643927326369,55000
394,-0.002843354108549686,-0.007189854852459394,0.9632901577032374,-0.9700737517839696,-1.0093898773656795,0.9769021954849824,48000
688,-0.002843354108549686,-1.2380930055935513,-1.0381088107287315,-0.9700737517839696,0.9906974722292784,-1.023643927326369,28000
883,-1.2197989125678586,1.2237132958886325,-1.0381088107287315,-0.9700737517839696,0.9906974722292784,-1.023643927326369,50000
633,1.214112204350759,-0.007189854852459394,-1.0381088107287315,-0.9700737517839696,0.9906974722292784,-1.023643927326369,35000
932,-1.2197989125678586,-1.2380930055935513,0.9632901577032374,1.0308494567150135,0.9906974722292784,-1.023643927326369,50000
138,1.214112204350759,1.2237132958886325,0.9632901577032374,1.0308494567150135,0.9906974722292784,0.9769021954849824,75000
853,-1.2197989125678586,-0.007189854852459394,-1.0381088107287315,1.0308494567150135,0.9906974722292784,0.9769021954849824,60000
442,1.214112204350759,1.2237132958886325,0.9632901577032374,-0.9700737517839696,0.9906974722292784,0.9769021954849824,65000
993,-1.2197989125678586,-0.007189854852459394,0.9632901577032374,1.0308494567150135,0.9906974722292784,-1.023643927326369,60000
434,-0.002843354108549686,-0.007189854852459394,0.9632901577032374,-0.9700737517839696,-1.0093898773656795,-1.023643927326369,38000
297,-1.2197989125678586,1.2237132958886325,0.9632901577032374,-0.9700737517839696,0.9906974722292784,-1.023643927326369,60000
791,-1.2197989125678586,1.2237132958886325,0.9632901577032374,-0.9700737517839696,0.9906974722292784,0.9769021954849824,70000
639,-1.2197989125678586,-0.007189854852459394,0.9632901577032374,-0.9700737517839696,-1.0093898773656795,-1.023643927326369,40000
293,1.214112204350759,-0.007189854852459394,0.9632901577032374,-0.9700737517839696,-1.0093898773656795,0.9769021954849824,45000
137,-1.2197989125678586,1.2237132958886325,-1.0381088107287315,-0.9700737517839696,0.9906974722292784,0.9769021954849824,60000
532,1.214112204350759,-1.2380930055935513,-1.0381088107287315,-0.9700737517839696,0.9906974722292784,-1.023643927326369,25000
671,-0.002843354108549686,-0.007189854852459394,-1.0381088107287315,-0.9700737517839696,-1.0093898773656795,-1.023643927326369,28000
96,-1.2197989125678586,1.2237132958886325,-1.0381088107287315,1.0308494567150135,-1.0093898773656795,-1.023643927326369,50000
291,-1.2197989125678586,-1.2380930055935513,-1.0381088107287315,-0.9700737517839696,-1.0093898773656795,0.9769021954849824,30000
702,1.214112204350759,1.2237132958886325,-1.0381088107287315,1.0308494567150135,-1.0093898773656795,0.9769021954849824,55000
39,-1.2197989125678586,1.2237132958886325,-1.0381088107287315,-0.9700737517839696,0.9906974722292784,0.9769021954849824,60000
67,-1.2197989125678586,-0.007189854852459394,0.9632901577032374,-0.9700737517839696,0.9906974722292784,-1.023643927326369,50000
898,-0.002843354108549686,-0.007189854852459394,0.9632901577032374,1.0308494567150135,-1.0093898773656795,0.9769021954849824,58000
329,1.214112204350759,-0.007189854852459394,-1.0381088107287315,-0.9700737517839696,-1.0093898773656795,0.9769021954849824,35000
266,-0.002843354108549686,-1.2380930055935513,-1.0381088107287315,-0.9700737517839696,-1.0093898773656795,0.9769021954849824,28000
30,-1.2197989125678586,1.2237132958886325,0.9632901577032374,1.0308494567150135,0.9906974722292784,0.9769021954849824,80000
361,-0.002843354108549686,1.2237132958886325,-1.0381088107287315,-0.9700737517839696,0.9906974722292784,0.9769021954849824,58000
916,-1.2197989125678586,-0.007189854852459394,0.9632901577032374,1.0308494567150135,0.9906974722292784,-1.023643927326369,60000
613,-0.002843354108549686,-1.2380930055935513,-1.0381088107287315,1.0308494567150135,-1.0093898773656795,-1.023643927326369,28000
787,-0.002843354108549686,-0.007189854852459394,-1.0381088107287315,1.0308494567150135,0.9906974722292784,-1.023643927326369,48000
644,1.214112204350759,-0.007189854852459394,0.9632901577032374,-0.9700737517839696,-1.0093898773656795,0.9769021954849824,45000
307,1.214112204350759,-1.2380930055935513,-1.0381088107287315,1.0308494567150135,0.9906974722292784,0.9769021954849824,45000
351,1.214112204350759,-1.2380930055935513,-1.0381088107287315,1.0308494567150135,-1.0093898773656795,-1.023643927326369,25000
769,-1.2197989125678586,1.2237132958886325,0.9632901577032374,1.0308494567150135,0.9906974722292784,0.9769021954849824,80000
607,1.214112204350759,-0.007189854852459394,0.9632901577032374,-0.9700737517839696,0.9906974722292784,-1.023643927326369,45000
444,-0.002843354108549686,1.2237132958886325,-1.0381088107287315,1.0308494567150135,-1.0093898773656795,-1.023643927326369,48000
573,-1.2197989125678586,-1.2380930055935513,0.9632901577032374,-0.9700737517839696,-1.0093898773656795,0.9769021954849824,40000
175,-1.2197989125678586,-1.2380930055935513,-1.0381088107287315,-0.9700737517839696,-1.0093898773656795,0.9769021954849824,30000
245,-0.002843354108549686,-1.2380930055935513,0.9632901577032374,1.0308494567150135,0.9906974722292784,0.9769021954849824,58000
23,-0.002843354108549686,-1.2380930055935513,0.9632901577032374,-0.9700737517839696,-1.0093898773656795,-1.023643927326369,28000
261,-0.002843354108549686,-1.2380930055935513,-1.0381088107287315,1.0308494567150135,0.9906974722292784,-1.023643927326369,38000
655,1.214112204350759,-0.007189854852459394,-1.0381088107287315,-0.9700737517839696,0.9906974722292784,-1.023643927326369,35000
395,-0.002843354108549686,1.2237132958886325,-1.0381088107287315,-0.9700737517839696,-1.0093898773656795,0.9769021954849824,48000
66,-1.2197989125678586,-1.2380930055935513,0.9632901577032374,-0.9700737517839696,-1.0093898773656795,-1.023643927326369,30000
169,-1.2197989125678586,-1.2380930055935513,0.9632901577032374,-0.9700737517839696,-1.0093898773656795,0.9769021954849824,40000
866,1.214112204350759,-1.2380930055935513,-1.0381088107287315,-0.9700737517839696,0.9906974722292784,0.9769021954849824,35000
549,-0.002843354108549686,1.2237132958886325,0.9632901577032374,-0.9700737517839696,0.9906974722292784,0.9769021954849824,68000
623,-1.2197989125678586,-0.007189854852459394,0.9632901577032374,1.0308494567150135,-1.0093898773656795,0.9769021954849824,60000
686,1.214112204350759,1.2237132958886325,0.9632901577032374,1.0308494567150135,0.9906974722292784,-1.023643927326369,65000
969,-0.002843354108549686,-1.2380930055935513,0.9632901577032374,-0.9700737517839696,-1.0093898773656795,-1.023643927326369,28000
683,-1.2197989125678586,1.2237132958886325,-1.0381088107287315,1.0308494567150135,0.9906974722292784,-1.023643927326369,60000
110,-0.002843354108549686,-0.007189854852459394,0.9632901577032374,-0.9700737517839696,-1.0093898773656795,0.9769021954849824,48000
86,-1.2197989125678586,1.2237132958886325,0.9632901577032374,-0.9700737517839696,-1.0093898773656795,-1.023643927326369,50000
295,1.214112204350759,-0.007189854852459394,-1.0381088107287315,-0.9700737517839696,-1.0093898773656795,0.9769021954849824,35000
140,-0.002843354108549686,-1.2380930055935513,0.9632901577032374,1.0308494567150135,0.9906974722292784,-1.023643927326369,48000
829,-0.002843354108549686,1.2237132958886325,-1.0381088107287315,1.0308494567150135,-1.0093898773656795,0.9769021954849824,58000
475,-1.2197989125678586,1.2237132958886325,-1.0381088107287315,1.0308494567150135,0.9906974722292784,-1.023643927326369,60000
497,1.214112204350759,-1.2380930055935513,-1.0381088107287315,1.0308494567150135,-1.0093898773656795,-1.023643927326369,25000
